Index,Target xyY,Method,Ra,RGB Point,White_RGB Ratio,RGB Weights,RaDiff_ExactMinusMethod,Note,WhiteRatio,RGBRatio,BestApproxSource
192,"(0.4175, 0.3365, 4.0000)",Exact,57.3745563274018,"(0.66089, 0.32842)","W=0.7398, RGB=0.2602","R=0.7625, G=0.0681, B=0.0000",0,Compare to Exact,0.739824794944622,0.260175205055378,RatioK
,,Projection1,53.9546789367629,"(0.61900, 0.32982)","W=0.7010, RGB=0.2990","R=0.8004, G=0.1069, B=0.0106",3.4198773906389,Compare to Exact,0.700959846619957,0.299040153380042,RatioK
,,ProjectionK,51.8953893846681,"(0.59852, 0.33050)","W=0.6776, RGB=0.3224","R=0.8232, G=0.1302, B=0.0171",5.4791669427337,Compare to Exact,0.677570518368625,0.322429481631376,RatioK
,,Ratio1,54.2135850468913,"(0.62179, 0.32973)","W=0.7039, RGB=0.2961","R=0.7975, G=0.1039, B=0.0098",3.16097128051049,Compare to Exact,0.703900900093376,0.296099099906624,RatioK
,,RatioK,54.5956540550571,"(0.62602, 0.32959)","W=0.7082, RGB=0.2918","R=0.7933, G=0.0996, B=0.0087",2.77890227234469,Compare to Exact,0.708241288252154,0.291758711747846,RatioK
,,PureRGB,-7.12339645744754,"(0.41752, 0.33655)","W=0.0000, RGB=1.0000","R=1.4838, G=0.8060, B=0.2027",64.4979527848493,Compare to Exact,0,1,RatioK
193,"(0.4361, 0.3749, 4.0000)",Exact,38.3773271896967,"(0.55307, 0.41358)","W=0.4730, RGB=0.5270","R=0.9617, G=0.3715, B=0.0000",0,Compare to Exact,0.472963157328626,0.527036842671374,RatioK
,,Projection1,36.0287634888689,"(0.53991, 0.40923)","W=0.4460, RGB=0.5540","R=0.9880, G=0.3984, B=0.0074",2.3485637008278,Compare to Exact,0.445967600640287,0.554032399359713,RatioK
,,ProjectionK,35.1856952591827,"(0.53555, 0.40779)","W=0.4363, RGB=0.5637","R=0.9975, G=0.4080, B=0.0101",3.191631930514,Compare to Exact,0.436268404388599,0.563731595611401,RatioK
,,Ratio1,36.4573333132956,"(0.54220, 0.40999)","W=0.4509, RGB=0.5491","R=0.9832, G=0.3935, B=0.0060",1.9199938764011,Compare to Exact,0.450896408087849,0.549103591912151,RatioK
,,RatioK,37.5863803314802,"(0.54846, 0.41206)","W=0.4639, RGB=0.5361","R=0.9706, G=0.3805, B=0.0025",0.7909468582165,Compare to Exact,0.463875531423369,0.536124468576631,RatioK
,,PureRGB,-2.33428888314784,"(0.43607, 0.37489)","W=0.0000, RGB=1.0000","R=1.4228, G=0.8432, B=0.1296",40.7116160728445,Compare to Exact,0,1,RatioK
194,"(0.4573, 0.4188, 4.0000)",Exact,21.5822192412494,"(0.50728, 0.44974)","W=0.2272, RGB=0.7728","R=1.1453, G=0.6509, B=0.0000",0,Compare to Exact,0.22715376897256,0.77284623102744,RatioK
,,Projection1,20.2453945983176,"(0.50262, 0.44686)","W=0.2115, RGB=0.7885","R=1.1605, G=0.6665, B=0.0043",1.3368246429318,Compare to Exact,0.211472757351356,0.788527242648644,RatioK
,,ProjectionK,19.7426369291784,"(0.50092, 0.44581)","W=0.2056, RGB=0.7944","R=1.1663, G=0.6724, B=0.0059",1.839582312071,Compare to Exact,0.205572476777564,0.794427523222436,RatioK
,,Ratio1,20.7126415402991,"(0.50422, 0.44785)","W=0.2170, RGB=0.7830","R=1.1552, G=0.6610, B=0.0028",0.869577700950302,Compare to Exact,0.21695486262557,0.78304513737443,RatioK
,,RatioK,21.2375198230783,"(0.50605, 0.44898)","W=0.2231, RGB=0.7769","R=1.1492, G=0.6549, B=0.0011",0.3446994181711,Compare to Exact,0.223111505180225,0.776888494819775,RatioK
,,PureRGB,2.31046453330428,"(0.45733, 0.41885)","W=0.0000, RGB=1.0000","R=1.3667, G=0.8774, B=0.0622",19.2717547079451,Compare to Exact,0,1,RatioK
195,"(0.4820, 0.4697, 4.0000)",Exact,2.83489342795209,"(0.48195, 0.46975)","W=-0.0000, RGB=1.0000","R=1.3149, G=0.9091, B=0.0000",0,Compare to Exact,-4.81433090878434e-16,1,Ratio1
,,Projection1,NaN,"(NaN, NaN)","W=NaN, RGB=NaN","R=NaN, G=NaN, B=NaN",NaN,Compare to Exact,NaN,NaN,Ratio1
,,ProjectionK,NaN,"(NaN, NaN)","W=NaN, RGB=NaN","R=NaN, G=NaN, B=NaN",NaN,Compare to Exact,NaN,NaN,Ratio1
,,Ratio1,2.83489342778048,"(0.48195, 0.46975)","W=-0.0000, RGB=1.0000","R=1.3149, G=0.9091, B=0.0000",1.7160983745157e-10,Compare to Exact,-6.41910787837912e-16,1,Ratio1
,,RatioK,2.83489342778048,"(0.48195, 0.46975)","W=-0.0000, RGB=1.0000","R=1.3149, G=0.9091, B=0.0000",1.7160983745157e-10,Compare to Exact,-6.41910787837912e-16,1,Ratio1
,,PureRGB,2.83489342722486,"(0.48195, 0.46975)","W=0.0000, RGB=1.0000","R=1.3149, G=0.9091, B=0.0000",7.27229831909426e-10,Compare to Exact,0,1,Ratio1
196,"(0.3262, 0.1144, 4.0000)",Exact,-138.703189432805,"(0.32619, 0.11438)","W=0.0000, RGB=1.0000","R=2.9090, G=0.0000, B=1.5496",0,Compare to Exact,0,1,PureRGB
,,Projection1,NaN,"(NaN, NaN)","W=NaN, RGB=NaN","R=NaN, G=NaN, B=NaN",NaN,Compare to Exact,NaN,NaN,PureRGB
,,ProjectionK,NaN,"(NaN, NaN)","W=NaN, RGB=NaN","R=NaN, G=NaN, B=NaN",NaN,Compare to Exact,NaN,NaN,PureRGB
,,Ratio1,-138.703189432805,"(0.32619, 0.11438)","W=0.0000, RGB=1.0000","R=2.9090, G=0.0000, B=1.5496",0,Compare to Exact,0,1,PureRGB
,,RatioK,-138.703189432805,"(0.32619, 0.11438)","W=0.0000, RGB=1.0000","R=2.9090, G=0.0000, B=1.5496",0,Compare to Exact,0,1,PureRGB
,,PureRGB,-138.703189431605,"(0.32619, 0.11438)","W=0.0000, RGB=1.0000","R=2.9090, G=0.0000, B=1.5496",-1.19999299386109e-09,Compare to Exact,0,1,PureRGB
197,"(0.3334, 0.1279, 4.0000)",Exact,-91.3699581929562,"(0.33358, 0.11786)","W=0.1205, RGB=0.8795","R=2.5871, G=0.0000, B=1.2969",0,Compare to Exact,0.120521819698293,0.879478180301707,Ratio1
,,Projection1,-96.0760198035348,"(0.33347, 0.12344)","W=0.0551, RGB=0.9449","R=2.6509, G=0.0653, B=1.3148",4.7060616105786,Compare to Exact,0.055057181274763,0.944942818725237,Ratio1
,,ProjectionK,-95.4494487664933,"(0.33348, 0.12279)","W=0.0629, RGB=0.9371","R=2.6433, G=0.0575, B=1.3127",4.0794905735371,Compare to Exact,0.0628783322959019,0.937121667704098,Ratio1
,,Ratio1,-91.470175293334,"(0.33358, 0.11800)","W=0.1189, RGB=0.8811","R=2.5887, G=0.0016, B=1.2974",0.10021710037779,Compare to Exact,0.118919513815798,0.881080486184202,Ratio1
,,RatioK,-91.5289469706487,"(0.33358, 0.11808)","W=0.1180, RGB=0.8820","R=2.5896, G=0.0025, B=1.2976",0.1589887776925,Compare to Exact,0.117985152051223,0.882014847948777,Ratio1
,,PureRGB,-100.851428842409,"(0.33338, 0.12792)","W=0.0000, RGB=1.0000","R=2.7046, G=0.1202, B=1.3299",9.4814706494528,Compare to Exact,0,1,Ratio1
198,"(0.3412, 0.1426, 4.0000)",Exact,-61.1171482252629,"(0.34243, 0.12201)","W=0.2252, RGB=0.7748","R=2.3075, G=0.0000, B=1.0774",0,Compare to Exact,0.225221573996739,0.774778426003261,RatioK
,,Projection1,-65.9969209953016,"(0.34210, 0.12741)","W=0.1703, RGB=0.8297","R=2.3610, G=0.0548, B=1.0924",4.87977277003869,Compare to Exact,0.170315475156917,0.829684524843083,RatioK
,,ProjectionK,-66.5387963999468,"(0.34206, 0.12799)","W=0.1643, RGB=0.8357","R=2.3669, G=0.0607, B=1.0941",5.4216481746839,Compare to Exact,0.164324432229105,0.835675567770895,RatioK
,,Ratio1,-61.3610183475255,"(0.34241, 0.12229)","W=0.2224, RGB=0.7776","R=2.3102, G=0.0028, B=1.0782",0.243870122262599,Compare to Exact,0.22242141167018,0.77757858832982,RatioK
,,RatioK,-61.1171482252629,"(0.34243, 0.12201)","W=0.2252, RGB=0.7748","R=2.3075, G=0.0000, B=1.0774",0,Compare to Exact,0.225221573996739,0.774778426003261,RatioK
,,PureRGB,-81.6922930021496,"(0.34117, 0.14258)","W=0.0000, RGB=1.0000","R=2.5271, G=0.2246, B=1.1391",20.5751447768867,Compare to Exact,0,1,RatioK
199,"(0.3496, 0.1585, 4.0000)",Exact,-38.3352538611005,"(0.35320, 0.12707)","W=0.3170, RGB=0.6830","R=2.0623, G=0.0000, B=0.8849",0,Compare to Exact,0.317023021289425,0.682976978710575,RatioK
,,Projection1,-42.1563575581729,"(0.35263, 0.13207)","W=0.2730, RGB=0.7270","R=2.1053, G=0.0439, B=0.8970",3.8211036970724,Compare to Exact,0.27301360235722,0.72698639764278,RatioK
,,ProjectionK,-42.6611774575387,"(0.35256, 0.13272)","W=0.2672, RGB=0.7328","R=2.1109, G=0.0497, B=0.8985",4.3259235964382,Compare to Exact,0.26721973994076,0.73278026005924,RatioK
,,Ratio1,-40.0400541832494,"(0.35295, 0.12934)","W=0.2973, RGB=0.7027","R=2.0815, G=0.0196, B=0.8903",1.70480032214891,Compare to Exact,0.297349533182583,0.702650466817417,RatioK
,,RatioK,-38.3352538611005,"(0.35320, 0.12707)","W=0.3170, RGB=0.6830","R=2.0623, G=0.0000, B=0.8849",0,Compare to Exact,0.317023021289425,0.682976978710575,RatioK
,,PureRGB,-66.0802401181856,"(0.34963, 0.15852)","W=0.0000, RGB=1.0000","R=2.3714, G=0.3162, B=0.9717",27.7449862570851,Compare to Exact,0,1,RatioK
200,"(0.3589, 0.1759, 4.0000)",Exact,-19.2913918025673,"(0.36660, 0.13337)","W=0.3982, RGB=0.6018","R=1.8456, G=0.0000, B=0.7147",0,Compare to Exact,0.398171343201242,0.601828656798758,RatioK
,,Projection1,-21.9810729880508,"(0.36583, 0.13762)","W=0.3659, RGB=0.6341","R=1.8771, G=0.0322, B=0.7236",2.6896811854835,Compare to Exact,0.365883381088584,0.634116618911416,RatioK
,,ProjectionK,-22.417890768688,"(0.36570, 0.13829)","W=0.3606, RGB=0.6394","R=1.8822, G=0.0374, B=0.7250",3.1264989661207,Compare to Exact,0.360644606780949,0.639355393219051,RatioK
,,Ratio1,-21.2368567360461,"(0.36604, 0.13646)","W=0.3748, RGB=0.6252","R=1.8684, G=0.0233, B=0.7211",1.9454649334788,Compare to Exact,0.37481162388416,0.62518837611584,RatioK
,,RatioK,-19.2913918025673,"(0.36660, 0.13337)","W=0.3982, RGB=0.6018","R=1.8456, G=0.0000, B=0.7147",0,Compare to Exact,0.398171343201242,0.601828656798758,RatioK
,,PureRGB,-52.5295449017605,"(0.35885, 0.17589)","W=0.0000, RGB=1.0000","R=2.2338, G=0.3971, B=0.8238",33.2381530991932,Compare to Exact,0,1,RatioK
201,"(0.3690, 0.1949, 4.0000)",Exact,-2.82843917936728,"(0.38372, 0.14141)","W=0.4704, RGB=0.5296","R=1.6527, G=0.0000, B=0.5633",0,Compare to Exact,0.470419212525551,0.529580787474449,RatioK
,,Projection1,-4.37473603590354,"(0.38290, 0.14436)","W=0.4511, RGB=0.5489","R=1.6715, G=0.0192, B=0.5685",1.54629685653626,Compare to Exact,0.451148867429951,0.548851132570048,RatioK
,,ProjectionK,-5.0230357914406,"(0.38257, 0.14558)","W=0.4431, RGB=0.5569","R=1.6794, G=0.0273, B=0.5708",2.19459661207332,Compare to Exact,0.443072690039688,0.556927309960312,RatioK
,,Ratio1,-4.92850476858131,"(0.38262, 0.14540)","W=0.4443, RGB=0.5557","R=1.6782, G=0.0261, B=0.5704",2.10006558921403,Compare to Exact,0.444250205497012,0.555749794502988,RatioK
,,RatioK,-2.82843917936728,"(0.38372, 0.14141)","W=0.4704, RGB=0.5296","R=1.6527, G=0.0000, B=0.5633",0,Compare to Exact,0.470419212525551,0.529580787474449,RatioK
,,PureRGB,-40.7175875331484,"(0.36895, 0.19490)","W=0.0000, RGB=1.0000","R=2.1113, G=0.4692, B=0.6921",37.8891483537811,Compare to Exact,0,1,RatioK
202,"(0.3801, 0.2158, 4.0000)",Exact,11.6735706718244,"(0.40636, 0.15204)","W=0.5352, RGB=0.4648","R=1.4798, G=0.0000, B=0.4275",0,Compare to Exact,0.535154819680118,0.464845180319881,RatioK
,,Projection1,11.3002820216971,"(0.40600, 0.15290)","W=0.5304, RGB=0.4696","R=1.4845, G=0.0048, B=0.4288",0.3732886501273,Compare to Exact,0.530363708240408,0.469636291759592,RatioK
,,ProjectionK,11.1143616523312,"(0.40583, 0.15333)","W=0.5280, RGB=0.4720","R=1.4868, G=0.0072, B=0.4295",0.559209019493201,Compare to Exact,0.527977818403316,0.472022181596684,RatioK
,,Ratio1,9.46715253850994,"(0.40431, 0.15702)","W=0.5069, RGB=0.4931","R=1.5074, G=0.0282, B=0.4353",2.20641813331446,Compare to Exact,0.506850505585318,0.493149494414682,RatioK
,,RatioK,11.6735706718244,"(0.40636, 0.15204)","W=0.5352, RGB=0.4648","R=1.4798, G=0.0000, B=0.4275",0,Compare to Exact,0.535154819680118,0.464845180319881,RatioK
,,PureRGB,-31.0052515551684,"(0.38006, 0.21581)","W=0.0000, RGB=1.0000","R=2.0016, G=0.5338, B=0.5741",42.6788222269928,Compare to Exact,0,1,RatioK
203,"(0.3923, 0.2389, 4.0000)",Exact,24.5870391223857,"(0.43771, 0.16676)","W=0.5935, RGB=0.4065","R=1.3240, G=0.0000, B=0.3052",0,Compare to Exact,0.593491936623062,0.406508063376938,RatioK
,,Projection1,23.2329238151615,"(0.43544, 0.17037)","W=0.5758, RGB=0.4242","R=1.3412, G=0.0176, B=0.3100",1.3541153072242,Compare to Exact,0.575849319269505,0.424150680730495,RatioK
,,ProjectionK,23.0713273463053,"(0.43517, 0.17079)","W=0.5737, RGB=0.4263","R=1.3433, G=0.0197, B=0.3106",1.5157117760804,Compare to Exact,0.573746900837521,0.426253099162479,RatioK
,,Ratio1,22.2887835530659,"(0.43391, 0.17279)","W=0.5636, RGB=0.4364","R=1.3532, G=0.0298, B=0.3134",2.2982555693198,Compare to Exact,0.563575265489693,0.436424734510307,RatioK
,,RatioK,24.5870391223857,"(0.43771, 0.16676)","W=0.5935, RGB=0.4065","R=1.3240, G=0.0000, B=0.3052",0,Compare to Exact,0.593491936623062,0.406508063376938,RatioK
,,PureRGB,-23.7486420967973,"(0.39232, 0.23890)","W=0.0000, RGB=1.0000","R=1.9026, G=0.5919, B=0.4678",48.335681219183,Compare to Exact,0,1,RatioK
204,"(0.4059, 0.2645, 4.0000)",Exact,36.0651426352177,"(0.48397, 0.18850)","W=0.6463, RGB=0.3537","R=1.1829, G=0.0000, B=0.1944",0,Compare to Exact,0.646334532575465,0.353665467424535,RatioK
,,Projection1,31.7388873936004,"(0.47167, 0.20048)","W=0.5914, RGB=0.4086","R=1.2364, G=0.0548, B=0.2095",4.3262552416173,Compare to Exact,0.591413682250603,0.408586317749397,RatioK
,,ProjectionK,31.3718588325793,"(0.47073, 0.20140)","W=0.5868, RGB=0.4132","R=1.2409, G=0.0594, B=0.2107",4.6932838026384,Compare to Exact,0.586814606471378,0.413185393528622,RatioK
,,Ratio1,33.6265866921069,"(0.47676, 0.19553)","W=0.6152, RGB=0.3848","R=1.2132, G=0.0310, B=0.2029",2.4385559431108,Compare to Exact,0.615214605494988,0.384785394505012,RatioK
,,RatioK,36.0513965702199,"(0.48393, 0.18854)","W=0.6462, RGB=0.3538","R=1.1831, G=0.0002, B=0.1945",0.0137460649977967,Compare to Exact,0.646157929541396,0.353842070458604,RatioK
,,PureRGB,-17.7881997803158,"(0.40594, 0.26455)","W=0.0000, RGB=1.0000","R=1.8130, G=0.6447, B=0.3715",53.8533424155335,Compare to Exact,0,1,RatioK
205,"(0.4212, 0.2932, 4.0000)",Exact,46.0056844205347,"(0.55914, 0.22381)","W=0.6944, RGB=0.3056","R=1.0545, G=0.0000, B=0.0936",0,Compare to Exact,0.69442395325079,0.30557604674921,RatioK
,,Projection1,37.4774019837381,"(0.51751, 0.24474)","W=0.5920, RGB=0.4080","R=1.1543, G=0.1021, B=0.1216",8.5282824367966,Compare to Exact,0.592035946084435,0.407964053915565,RatioK
,,ProjectionK,36.0547645804126,"(0.51205, 0.24749)","W=0.5751, RGB=0.4249","R=1.1708, G=0.1190, B=0.1263",9.9509198401221,Compare to Exact,0.57513259952154,0.42486740047846,RatioK
,,Ratio1,43.3624300641973,"(0.54429, 0.23128)","W=0.6624, RGB=0.3376","R=1.0857, G=0.0319, B=0.1023",2.6432543563374,Compare to Exact,0.662423054019922,0.337576945980078,RatioK
,,RatioK,45.9891674543292,"(0.55904, 0.22386)","W=0.6942, RGB=0.3058","R=1.0547, G=0.0002, B=0.0936",0.0165169662055007,Compare to Exact,0.694222898763082,0.305777101236918,RatioK
,,PureRGB,-13.0279197948143,"(0.42116, 0.29319)","W=0.0000, RGB=1.0000","R=1.7315, G=0.6926, B=0.2838",59.033604215349,Compare to Exact,0,1,RatioK
206,"(0.4383, 0.3254, 4.0000)",Exact,54.5486227228531,"(0.70261, 0.29119)","W=0.7384, RGB=0.2616","R=0.9371, G=0.0000, B=0.0014",0,Compare to Exact,0.738373916756008,0.261626083243992,Ratio1
,,Projection1,51.6195421658038,"(0.66494, 0.29607)","W=0.7042, RGB=0.2958","R=0.9705, G=0.0341, B=0.0108",2.9290805570493,Compare to Exact,0.704161797571297,0.295838202428703,Ratio1
,,ProjectionK,47.5580334265071,"(0.62395, 0.30137)","W=0.6570, RGB=0.3430","R=1.0164, G=0.0812, B=0.0237",6.990589296346,Compare to Exact,0.657003935361966,0.342996064638034,Ratio1
,,Ratio1,51.8881752507021,"(0.66807, 0.29566)","W=0.7073, RGB=0.2927","R=0.9674, G=0.0310, B=0.0099",2.66044747215101,Compare to Exact,0.707291680151973,0.292708319848027,Ratio1
,,RatioK,49.1061668814909,"(0.63830, 0.29951)","W=0.6749, RGB=0.3251","R=0.9989, G=0.0633, B=0.0188",5.4424558413622,Compare to Exact,0.674945320926277,0.325054679073723,Ratio1
,,PureRGB,-9.52739631411941,"(0.43825, 0.32538)","W=0.0000, RGB=1.0000","R=1.6570, G=0.7365, B=0.2037",64.0760190369725,Compare to Exact,0,1,Ratio1
207,"(0.4576, 0.3618, 4.0000)",Exact,34.8929048575447,"(0.58958, 0.38475)","W=0.4753, RGB=0.5247","R=1.1253, G=0.3026, B=0.0000",0,Compare to Exact,0.475259511857117,0.524740488142883,RatioK
,,Projection1,32.0589460941381,"(0.57254, 0.38179)","W=0.4429, RGB=0.5571","R=1.1568, G=0.3350, B=0.0089",2.8339587634066,Compare to Exact,0.442861991078322,0.557138008921678,RatioK
,,ProjectionK,30.5640175212373,"(0.56441, 0.38038)","W=0.4258, RGB=0.5742","R=1.1735, G=0.3520, B=0.0136",4.3288873363074,Compare to Exact,0.425752461811294,0.574247538188706,RatioK
,,Ratio1,32.9438210051459,"(0.57762, 0.38267)","W=0.4530, RGB=0.5470","R=1.1470, G=0.3249, B=0.0061",1.9490838523988,Compare to Exact,0.452983009504116,0.547016990495884,RatioK
,,RatioK,34.1742886309014,"(0.58504, 0.38396)","W=0.4670, RGB=0.5330","R=1.1333, G=0.3108, B=0.0022",0.718616226643299,Compare to Exact,0.467048958186734,0.532951041813266,RatioK
,,PureRGB,-6.24952908395969,"(0.45761, 0.36183)","W=0.0000, RGB=1.0000","R=1.5886, G=0.7767, B=0.1302",41.1424339415044,Compare to Exact,0,1,RatioK
208,"(0.4797, 0.4034, 4.0000)",Exact,16.6195286812463,"(0.53578, 0.42723)","W=0.2282, RGB=0.7718","R=1.3032, G=0.5861, B=0.0000",0,Compare to Exact,0.228212952068439,0.771787047931561,RatioK
,,Projection1,14.675562041309,"(0.52842, 0.42411)","W=0.2056, RGB=0.7944","R=1.3252, G=0.6087, B=0.0062",1.9439666399373,Compare to Exact,0.205569832067527,0.794430167932473,RatioK
,,ProjectionK,13.8302168790366,"(0.52538, 0.42282)","W=0.1957, RGB=0.8043","R=1.3348, G=0.6185, B=0.0089",2.7893118022097,Compare to Exact,0.195715590365005,0.804284409634995,RatioK
,,Ratio1,15.7356638404933,"(0.53237, 0.42579)","W=0.2179, RGB=0.7821","R=1.3132, G=0.5963, B=0.0028",0.883864840753001,Compare to Exact,0.217920866817895,0.782079133182105,RatioK
,,RatioK,16.3543959994283,"(0.53475, 0.42679)","W=0.2251, RGB=0.7749","R=1.3062, G=0.5892, B=0.0008",0.265132681818002,Compare to Exact,0.225126177495165,0.774873822504835,RatioK
,,PureRGB,-2.8767415137671,"(0.47972, 0.40344)","W=0.0000, RGB=1.0000","R=1.5257, G=0.8137, B=0.0625",19.4962701950134,Compare to Exact,0,1,RatioK
209,"(0.5052, 0.4514, 4.0000)",Exact,-1.45886285863527,"(0.50519, 0.45140)","W=0.0000, RGB=1.0000","R=1.4675, G=0.8479, B=0.0000",0,Compare to Exact,1.67001638585166e-16,1,Ratio1
,,Projection1,NaN,"(NaN, NaN)","W=NaN, RGB=NaN","R=NaN, G=NaN, B=NaN",NaN,Compare to Exact,NaN,NaN,Ratio1
,,ProjectionK,NaN,"(NaN, NaN)","W=NaN, RGB=NaN","R=NaN, G=NaN, B=NaN",NaN,Compare to Exact,NaN,NaN,Ratio1
,,Ratio1,-1.45886588543495,"(0.50519, 0.45140)","W=0.0000, RGB=1.0000","R=1.4675, G=0.8479, B=0.0000",3.02679968000596e-06,Compare to Exact,0,1,Ratio1
,,RatioK,-1.45886588551323,"(0.50519, 0.45140)","W=0.0000, RGB=1.0000","R=1.4675, G=0.8479, B=0.0000",3.02687795983303e-06,Compare to Exact,5.01004915755497e-16,1,Ratio1
,,PureRGB,-1.45886588543495,"(0.50519, 0.45140)","W=0.0000, RGB=1.0000","R=1.4675, G=0.8479, B=0.0000",3.02679968000596e-06,Compare to Exact,0,1,Ratio1
210,"(0.3479, 0.1246, 4.0000)",Exact,-119.710691320818,"(0.34795, 0.12460)","W=-0.0000, RGB=1.0000","R=2.9999, G=0.0000, B=1.3410",0,Compare to Exact,-6.0499577652176e-16,1,Ratio1
,,Projection1,NaN,"(NaN, NaN)","W=NaN, RGB=NaN","R=NaN, G=NaN, B=NaN",NaN,Compare to Exact,NaN,NaN,Ratio1
,,ProjectionK,NaN,"(NaN, NaN)","W=NaN, RGB=NaN","R=NaN, G=NaN, B=NaN",NaN,Compare to Exact,NaN,NaN,Ratio1
,,Ratio1,-119.710691320818,"(0.34795, 0.12460)","W=-0.0000, RGB=1.0000","R=2.9999, G=0.0000, B=1.3410",0,Compare to Exact,-6.0499577652176e-16,1,Ratio1
,,RatioK,-119.710691320818,"(0.34795, 0.12460)","W=-0.0000, RGB=1.0000","R=2.9999, G=0.0000, B=1.3410",0,Compare to Exact,-6.0499577652176e-16,1,Ratio1
,,PureRGB,-119.710691321457,"(0.34795, 0.12460)","W=0.0000, RGB=1.0000","R=2.9999, G=0.0000, B=1.3410",6.39005293123773e-10,Compare to Exact,0,1,Ratio1
211,"(0.3562, 0.1389, 4.0000)",Exact,-74.1489030841158,"(0.35750, 0.12909)","W=0.1135, RGB=0.8865","R=2.6908, G=0.0000, B=1.1169",0,Compare to Exact,0.11348730974626,0.88651269025374,RatioK
,,Projection1,-77.0939540951518,"(0.35697, 0.13300)","W=0.0694, RGB=0.9306","R=2.7338, G=0.0440, B=1.1289",2.945051011036,Compare to Exact,0.0693751163593576,0.930624883640643,RatioK
,,ProjectionK,-77.0957050954283,"(0.35697, 0.13300)","W=0.0694, RGB=0.9306","R=2.7338, G=0.0440, B=1.1290",2.9468020113125,Compare to Exact,0.0693516546164058,0.930648345383594,RatioK
,,Ratio1,-74.6042978323774,"(0.35741, 0.12977)","W=0.1060, RGB=0.8940","R=2.6981, G=0.0075, B=1.1189",0.455394748261597,Compare to Exact,0.105958478307272,0.894041521692728,RatioK
,,RatioK,-74.1489030841158,"(0.35750, 0.12909)","W=0.1135, RGB=0.8865","R=2.6908, G=0.0000, B=1.1169",0,Compare to Exact,0.11348730974626,0.88651269025374,RatioK
,,PureRGB,-82.9942668887603,"(0.35618, 0.13886)","W=0.0000, RGB=1.0000","R=2.8014, G=0.1132, B=1.1479",8.84536380464449,Compare to Exact,0,1,RatioK
212,"(0.3651, 0.1543, 4.0000)",Exact,-46.6195943104532,"(0.36898, 0.13448)","W=0.2129, RGB=0.7871","R=2.4201, G=0.0000, B=0.9205",0,Compare to Exact,0.212891674444914,0.787108325555086,RatioK
,,Projection1,-49.6518534499805,"(0.36833, 0.13783)","W=0.1800, RGB=0.8200","R=2.4522, G=0.0328, B=0.9295",3.0322591395273,Compare to Exact,0.179966418438137,0.820033581561863,RatioK
,,ProjectionK,-50.0255910507152,"(0.36825, 0.13822)","W=0.1760, RGB=0.8240","R=2.4561, G=0.0368, B=0.9306",3.405996740262,Compare to Exact,0.175960516857989,0.824039483142011,RatioK
,,Ratio1,-47.8350193578261,"(0.36872, 0.13585)","W=0.1996, RGB=0.8004","R=2.4330, G=0.0133, B=0.9242",1.2154250473729,Compare to Exact,0.199589836149025,0.800410163850975,RatioK
,,RatioK,-46.6195943104532,"(0.36898, 0.13448)","W=0.2129, RGB=0.7871","R=2.4201, G=0.0000, B=0.9205",0,Compare to Exact,0.212891674444914,0.787108325555086,RatioK
,,PureRGB,-66.8706225501705,"(0.36512, 0.15432)","W=0.0000, RGB=1.0000","R=2.6276, G=0.2123, B=0.9788",20.2510282397173,Compare to Exact,0,1,RatioK
213,"(0.3748, 0.1712, 4.0000)",Exact,-26.6381701697082,"(0.38303, 0.14108)","W=0.3007, RGB=0.6993","R=2.1810, G=0.0000, B=0.7471",0,Compare to Exact,0.300681334513045,0.699318665486955,RatioK
,,Projection1,-28.547736529644,"(0.38236, 0.14354)","W=0.2795, RGB=0.7205","R=2.2016, G=0.0211, B=0.7529",1.9095663599358,Compare to Exact,0.279524190275876,0.720475809724124,RatioK
,,ProjectionK,-29.2796795175236,"(0.38210, 0.14447)","W=0.2714, RGB=0.7286","R=2.2095, G=0.0292, B=0.7551",2.6415093478154,Compare to Exact,0.271431171560166,0.728568828439834,RatioK
,,Ratio1,-28.2402082306975,"(0.38246, 0.14315)","W=0.2829, RGB=0.7171","R=2.1983, G=0.0177, B=0.7520",1.6020380609893,Compare to Exact,0.282927008810998,0.717072991189002,RatioK
